#,id,name,supertype,hp,types,rarity,retreatCost,convertedRetreatCost,AbilityName,AbilityText,Attack1Name,Attack1Cost,Attack1ConvertedCost,Attack1Damage,DamageFormula,Attack1Text
3734,sv4-77,Pumpkaboo,Pokemon,60,Psychic,Common,"Colorless, Colorless",2,,,Seed Bomb,Psychic,1,10,,
3741,sv4-82,Tinkatink,Pokemon,60,Psychic,Common,Colorless,1,,,Mumble,Psychic,1,10,,
3760,sv4-96,Mienfoo,Pokemon,60,Fighting,Common,Colorless,1,,,Low Kick,Fighting,1,10,,
3765,sv4-101,Nacli,Pokemon,60,Fighting,Common,"Colorless, Colorless",2,,,Rock Throw,Fighting,1,10,,
3767,sv4-102,Nacli,Pokemon,70,Fighting,Common,"Colorless, Colorless, Colorless",3,,,Corner,Fighting,1,10,,"During your opponent's next turn, the Defending Pokemon can't retreat."
3785,sv4-114,Purrloin,Pokemon,60,Darkness,Common,Colorless,1,,,Stampede,Darkness,1,10,,
3789,sv4-116,Trubbish,Pokemon,70,Darkness,Common,"Colorless, Colorless",2,,,Suffocating Gas,Darkness,1,10,,
3821,sv4-142,Porygon,Pokemon,60,Colorless,Common,Colorless,1,,,Data Displacement,Colorless,1,10,,"Flip a coin. If heads, move an Energy from your opponent's Active Pokemon to 1 of their Benched Pokemon."
3829,sv4-148,Whismur,Pokemon,70,Colorless,Common,"Colorless, Colorless",2,,,Push Down,Colorless,1,10,,Switch out your opponent's Active Pokemon to the Bench. (Your opponent chooses the new Active Pokemon.)
3830,sv4-149,Loudred,Pokemon,100,Colorless,Common,"Colorless, Colorless",2,,,Body Slam,Colorless,1,10,,"Flip a coin. If heads, your opponent's Active Pokemon is now Paralyzed."
3835,sv4-152,Swablu,Pokemon,50,Colorless,Common,Colorless,1,,,Peck,Colorless,1,10,,
3901,sv4pt5-44,Gimmighoul,Pokemon,50,Psychic,Common,Colorless,1,,,Ram,Colorless,1,10,,
3920,sv4pt5-58,Paldean Wooper,Pokemon,60,Darkness,Common,"Colorless, Colorless",2,,,Ram,Darkness,1,10,,
3921,sv4pt5-60,Scraggy,Pokemon,70,Darkness,Common,Colorless,1,,,Low Kick,Colorless,1,10,,
3941,sv5-1,Scyther,Pokemon,90,Grass,Common,Colorless,1,,,Cut Up,Colorless,1,10,,
3954,sv5-8,Roselia,Pokemon,60,Grass,Common,Colorless,1,Poison Point,"If this Pokemon is in the Active Spot and is damaged by an attack from your opponent's Pokemon (even if this Pokemon is Knocked Out), the Attacking Pokemon is now Poisoned.",Leaf Step,Colorless,1,10,,
3963,sv5-16,Deerling,Pokemon,70,Grass,Common,Colorless,1,,,Flop,Colorless,1,10,,
3967,sv5-18,Grubbin,Pokemon,70,Grass,Common,Colorless,1,,,Vise Grip,"Colorless, Colorless",2,10,,
3984,sv5-32,Litten,Pokemon,70,Fire,Common,"Colorless, Colorless",2,,,Fake Out,Fire,1,10,,"Flip a coin. If heads, your opponent's Active Pokemon is now Paralyzed."
3992,sv5-39,Totodile,Pokemon,70,Water,Common,Colorless,1,,,Big Bite,Water,1,10,,"During your opponent's next turn, the Defending Pokemon can't retreat."
4000,sv5-45,Snom,Pokemon,50,Water,Common,"Colorless, Colorless",2,,,Powder Snow,Water,1,10,,Your opponent's Active Pokemon is now Asleep.
4004,sv5-48,Finizen,Pokemon,80,Water,Common,"Colorless, Colorless",2,,,Rain Splash,Water,1,10,,
4044,sv5-75,Cutiefly,Pokemon,30,Psychic,Common,Colorless,1,,,Mini Drain,Colorless,1,10,,Heal 10 damage from this Pokemon.
4053,sv5-82,Meditite,Pokemon,70,Fighting,Common,Colorless,1,,,Slap,Fighting,1,10,,
4065,sv5-89,Rockruff,Pokemon,70,Fighting,Common,Colorless,1,,,Paw Shake Punch,Colorless,1,10,,
4067,sv5-91,Mudbray,Pokemon,80,Fighting,Common,"Colorless, Colorless",2,,,Smash Kick,Fighting,1,10,,
4071,sv5-93,Rolycoly,Pokemon,80,Fighting,Common,"Colorless, Colorless, Colorless",3,,,Rolling Tackle,Fighting,1,10,,
4101,sv5-113,Beldum,Pokemon,70,Metal,Common,Colorless,1,,,Dig Claws,Metal,1,10,,
4120,sv5-128,Dunsparce,Pokemon,60,Colorless,Common,,0,,,Gnaw,Colorless,1,10,,
4129,sv5-133,Pidove,Pokemon,50,Colorless,Common,Colorless,1,Emergency Evolution,"Once during your turn, if this Pokemon's remaining HP is 30 or less, you may search your deck for an Unfezant or Unfezant ex and put it onto this Pidove to evolve it. Then, shuffle your deck.",Gust,Colorless,1,10,,
4134,sv5-136,Minccino,Pokemon,70,Colorless,Common,Colorless,1,,,Beat,Colorless,1,10,,
4141,sv6-1,Tangela,Pokemon,80,Grass,Common,"Colorless, Colorless",2,,,Gentle Slap,Colorless,1,10,,
4162,sv6-14,Grookey,Pokemon,70,Grass,Common,Colorless,1,,,Smash Kick,Grass,1,10,,
4171,sv6-20,Poltchageist,Pokemon,30,Grass,Common,Colorless,1,Storehouse Hideaway,"As long as this Pokemon is on your Bench, prevent all damage from and effects of attacks from your opponent's Pokemon done to this Pokemon.",Hook,Grass,1,10,,
4187,sv6-34,Darumaka,Pokemon,80,Fire,Common,"Colorless, Colorless",2,,,Strength,Fire,1,10,,
4198,sv6-41,Poliwag,Pokemon,60,Water,Common,Colorless,1,,,Stampede,Water,1,10,,
4204,sv6-44,Goldeen,Pokemon,50,Water,Common,Colorless,1,Festival Lead,"If Festival Grounds is in play, this Pokemon may use an attack it has twice. If the first attack Knocks Out your opponent's Active Pokemon, you may attack again after your opponent chooses a new Active Pokemon.",Whirlpool,"Colorless, Colorless",2,10,,"Flip a coin. If heads, discard an Energy from your opponent's Active Pokemon."
4223,sv6-56,Froakie,Pokemon,60,Water,Common,Colorless,1,,,Flop,Water,1,10,,
4237,sv6-69,Emolga,Pokemon,60,Lightning,Common,,0,,,Sky Wave,Colorless,1,10,,This attack also does 10 damage to each Benched Pokemon (both yours and your opponent's). (Don't apply Weakness and Resistance for Benched Pokemon.)
4239,sv6-70,Helioptile,Pokemon,60,Lightning,Common,Colorless,1,,,Static Shock,Lightning,1,10,,
4242,sv6-73,Tadbulb,Pokemon,50,Lightning,Common,Colorless,1,,,Tackle,Colorless,1,10,,
4246,sv6-75,Wattrel,Pokemon,60,Lightning,Common,Colorless,1,,,Thunder Shock,Lightning,1,10,,"Flip a coin. If heads, your opponent's Active Pokemon is now Paralyzed."
4247,sv6-76,Kilowattrel,Pokemon,120,Lightning,Uncommon,Colorless,1,,,Wind Power Charge,Colorless,1,10,,"During your next turn, attacks used by this Pokemon do 120 more damage to your opponent's Active Pokemon (before applying Weakness and Resistance)."
4252,sv6-80,Abra,Pokemon,40,Psychic,Common,Colorless,1,Teleporter,"Once during your turn, if this Pokemon is in the Active Spot, you may shuffle it and all attached cards into your deck.",Beam,Psychic,1,10,,
4262,sv6-86,Flabebe,Pokemon,40,Psychic,Common,Colorless,1,,,Fairy Wind,Psychic,1,10,,
4268,sv6-91,Sandygast,Pokemon,90,Psychic,Common,"Colorless, Colorless, Colorless",3,,,Sand Attack,Psychic,1,10,,"During your opponent's next turn, if the Defending Pokemon tries to use an attack, your opponent flips a coin. If tails, that attack doesn't happen."
4276,sv6-97,Sandshrew,Pokemon,60,Fighting,Common,Colorless,1,,,Rollout,Colorless,1,10,,
4326,sv6-128,Dreepy,Pokemon,70,Dragon,Common,Colorless,1,,,Petty Grudge,Psychic,1,10,,
4337,sv6-137,Aipom,Pokemon,60,Colorless,Common,Colorless,1,,,Hang Down,Colorless,1,10,,
4344,sv6pt5-1,Joltik,Pokemon,40,Grass,Common,Colorless,1,,,Splashing Dodge,Grass,1,10,,"Flip a coin. If heads, during your opponent's next turn, prevent all damage from and effects of attacks done to this Pokemon."
4347,sv6pt5-3,Rowlet,Pokemon,70,Grass,Common,Colorless,1,,,Leafage,Grass,1,10,,
4363,sv6pt5-13,Sneasel,Pokemon,70,Water,Common,Colorless,1,,,Cut,Water,1,10,,
4367,sv6pt5-16,Drowzee,Pokemon,70,Psychic,Common,"Colorless, Colorless",2,,,Eerie Gaze,Psychic,1,10,,Your opponent reveals their hand.
4377,sv6pt5-23,Croagunk,Pokemon,70,Fighting,Common,Colorless,1,,,Light Punch,Fighting,1,10,,
4385,sv6pt5-27,Zubat,Pokemon,50,Darkness,Common,Colorless,1,,,Darkness Fang,Darkness,1,10,,
4390,sv6pt5-31,Zorua,Pokemon,70,Darkness,Common,Colorless,1,,,Stampede,Colorless,1,10,,
4395,sv6pt5-33,Inkay,Pokemon,60,Darkness,Common,Colorless,1,,,Peck,Darkness,1,10,,
4406,sv6pt5-44,Axew,Pokemon,70,Dragon,Common,"Colorless, Colorless",2,,,Scratch,Fighting,1,10,,
4436,sv7-15,Nymble,Pokemon,50,Grass,Common,Colorless,1,,,Tackle,Colorless,1,10,,
4438,sv7-17,Toedscool,Pokemon,60,Grass,Common,Colorless,1,,,Ram,Grass,1,10,,
4442,sv7-19,Ponyta,Pokemon,70,Fire,Common,Colorless,1,,,Flop,Fire,1,10,,
4458,sv7-33,Marill,Pokemon,70,Water,Common,Colorless,1,,,Rollout,Colorless,1,10,,
4490,sv7-60,Drifloon,Pokemon,70,Psychic,Common,Colorless,1,,,Expand,Psychic,1,10,,"During your opponent's next turn, this Pokemon takes 10 less damage from attacks (after applying Weakness and Resistance)."
4499,sv7-66,Fidough,Pokemon,60,Psychic,Common,"Colorless, Colorless",2,,,Stampede,Colorless,1,10,,
4500,sv7-68,Flittle,Pokemon,50,Psychic,Common,Colorless,1,,,Peck,Psychic,1,10,,
4511,sv7-77,Meditite,Pokemon,70,Fighting,Common,Colorless,1,,,Beat,Fighting,1,10,,
4516,sv7-83,Mienfoo,Pokemon,60,Fighting,Common,Colorless,1,,,Knock Off,Fighting,1,10,,Discard a random card from your opponent's hand.
4527,sv7-91,Gulpin,Pokemon,70,Darkness,Common,"Colorless, Colorless",2,,,Drool,Darkness,1,10,,
4533,sv7-94,Impidimp,Pokemon,70,Darkness,Common,Colorless,1,,,Smack,Colorless,1,10,,
4546,sv7-102,Meltan,Pokemon,60,Metal,Common,Colorless,1,,,Stampede,Metal,1,10,,
4570,sv7-121,Fletchling,Pokemon,60,Colorless,Common,Colorless,1,,,Send Back,Colorless,1,10,,Switch out your opponent's Active Pokemon to the Bench. (Your opponent chooses the new Active Pokemon.)
4576,sv7-127,Cyclizar,Pokemon,110,Colorless,Common,Colorless,1,,,Tail Snap,Colorless,1,10,,
4578,svp-1,Sprigatito,Pokemon,70,Grass,Promo,Colorless,1,,,Mini Drain,Grass,1,10,,Heal 10 damage from this Pokemon.
4601,svp-21,Murkrow,Pokemon,60,Darkness,Promo,Colorless,1,,,Spin Turn,Colorless,1,10,,Switch this Pokemon with 1 of your Benched Pokemon.
4608,svp-25,Tinkatink,Pokemon,70,Psychic,Promo,"Colorless, Colorless",2,,,Smithereen Smash,Psychic,1,10,,"Flip a coin. If heads, discard an Energy from your opponent's Active Pokemon."
4636,svp-62,Sinistea,Pokemon,30,Psychic,Promo,Colorless,1,,,Cold Tea,Psychic,1,10,,"Flip a coin. If heads, your opponent's Active Pokemon is now Paralyzed."
4649,svp-76,Sprigatito,Pokemon,60,Grass,Promo,Colorless,1,,,Seed Bomb,Grass,1,10,,
4676,svp-99,Shroodle,Pokemon,50,Colorless,Promo,Colorless,1,,,Scratch,Colorless,1,10,,
4679,svp-102,Oddish,Pokemon,60,Grass,Promo,Colorless,1,,,Razor Leaf,Grass,1,10,,
4681,svp-107,Mareep,Pokemon,60,Lightning,Promo,Colorless,1,,,Headbutt,Lightning,1,10,,
4686,svp-111,Pawniard,Pokemon,70,Darkness,Promo,Colorless,1,,,Pierce,Darkness,1,10,,
4704,swsh1-2,Roselia,Pokemon,70,Grass,Common,Colorless,1,,,Absorb,Grass,1,10,,Heal 10 damage from this Pokemon.
4709,swsh1-5,Cottonee,Pokemon,60,Grass,Common,Colorless,1,,,Attach,Colorless,1,10,,
4716,swsh1-11,Grookey,Pokemon,70,Grass,Common,Colorless,1,,,Scratch,Colorless,1,10,,
4731,swsh1-20,Gossifleur,Pokemon,50,Grass,Common,Colorless,1,,,Razor Leaf,Grass,1,10,,
4737,swsh1-26,Heatmor,Pokemon,110,Fire,Uncommon,Colorless,1,,,Searing Flame,Fire,1,10,,Your opponent's Active Pokemon is now Burned.
4745,swsh1-31,Scorbunny,Pokemon,70,Fire,Common,Colorless,1,,,Tackle,Colorless,1,10,,
4756,swsh1-37,Sizzlipede,Pokemon,70,Fire,Common,Colorless,1,,,Bite,Colorless,1,10,,
4769,swsh1-45,Goldeen,Pokemon,70,Water,Common,Colorless,1,,,Horn Attack,Colorless,1,10,,
4779,swsh1-55,Sobble,Pokemon,70,Water,Common,Colorless,1,,,Pound,Colorless,1,10,,
4793,swsh1-63,Snom,Pokemon,50,Water,Common,Colorless,1,,,Ram,Colorless,1,10,,
4804,swsh1-70,Joltik,Pokemon,50,Lightning,Common,Colorless,1,,,Flop,Lightning,1,10,,
4807,swsh1-73,Yamper,Pokemon,70,Lightning,Common,Colorless,1,,,Static Shock,Lightning,1,10,,
4808,swsh1-74,Yamper,Pokemon,70,Lightning,Common,Colorless,1,,,Bite,Colorless,1,10,,
4816,swsh1-81,Galarian Ponyta,Pokemon,70,Psychic,Common,Colorless,1,,,Psy Bolt,Psychic,1,10,,"Flip a coin. If heads, your opponent's Active Pokemon is now Paralyzed."
4829,swsh1-92,Diglett,Pokemon,60,Fighting,Common,Colorless,1,,,Scratch,Fighting,1,10,,
4835,swsh1-96,Rhyhorn,Pokemon,100,Fighting,Common,"Colorless, Colorless, Colorless",3,,,Horn Attack,Colorless,1,10,,
4845,swsh1-101,Baltoy,Pokemon,70,Fighting,Common,Colorless,1,,,Beam,Colorless,1,10,,
4850,swsh1-105,Mudbray,Pokemon,80,Fighting,Common,"Colorless, Colorless",2,,,Stampede,Colorless,1,10,,
4854,swsh1-108,Silicobra,Pokemon,70,Fighting,Common,Colorless,1,,,Headbutt,Colorless,1,10,,
4856,swsh1-109,Sandaconda,Pokemon,140,Fighting,Rare,"Colorless, Colorless",2,,,Coil,Colorless,1,10,,"During your next turn, this Pokemon's attacks do 120 more damage to your opponent's Active Pokemon (before applying Weakness and Resistance)."
4872,swsh1-123,Croagunk,Pokemon,70,Darkness,Common,Colorless,1,,,Stampede,Colorless,1,10,,
4883,swsh1-130,Ferroseed,Pokemon,70,Metal,Common,"Colorless, Colorless",2,,,Rollout,Colorless,1,10,,
4887,swsh1-133,Pawniard,Pokemon,70,Metal,Common,Colorless,1,,,Cut Up,Colorless,1,10,,
4908,swsh1-150,Rookidee,Pokemon,60,Colorless,Common,Colorless,1,,,Flap,Colorless,1,10,,
4913,swsh1-153,Wooloo,Pokemon,70,Colorless,Common,Colorless,1,,,Tackle,Colorless,1,10,,
4918,swsh10-2,Hisuian Voltorb,Pokemon,50,Grass,Common,Colorless,1,,,Ram,Grass,1,10,,
4938,swsh10-15,Petilil,Pokemon,50,Grass,Common,Colorless,1,,,Spin Turn,Grass,1,10,,Switch this Pokemon with 1 of your Benched Pokemon.
4948,swsh10-23,Cyndaquil,Pokemon,60,Fire,Common,Colorless,1,,,Live Coal,Colorless,1,10,,
4970,swsh10-41,Oshawott,Pokemon,70,Water,Common,Colorless,1,,,Beat,Colorless,1,10,,
4973,swsh10-43,Hisuian Basculin,Pokemon,50,Water,Common,Colorless,1,,,Tackle,Water,1,10,,
4983,swsh10-55,Togepi,Pokemon,50,Psychic,Common,Colorless,1,Touch of Happiness,"When you play this Pokemon from your hand onto your Bench during your turn, you may heal 10 damage from your Active Pokemon.",Rollout,Psychic,1,10,,
4986,swsh10-58,Misdreavus,Pokemon,60,Psychic,Common,Colorless,1,,,Mumble,Colorless,1,10,,
4989,swsh10-60,Ralts,Pokemon,70,Psychic,Common,Colorless,1,,,Teleportation Burst,Psychic,1,10,,Switch this Pokemon with 1 of your Benched Pokemon.
5021,swsh10-88,Hisuian Qwilfish,Pokemon,80,Darkness,Common,Colorless,1,,,Ram,Colorless,1,10,,
5028,swsh10-92,Hisuian Sneasel,Pokemon,70,Darkness,Common,Colorless,1,,,Scratch,Colorless,1,10,,
5031,swsh10-95,Poochyena,Pokemon,60,Darkness,Common,Colorless,1,,,Gnaw,Colorless,1,10,,
5037,swsh10-103,Nickit,Pokemon,60,Darkness,Common,Colorless,1,,,Rear Kick,Colorless,1,10,,
5081,swsh11-6,Wurmple,Pokemon,60,Grass,Common,Colorless,1,,,Sting,Grass,1,10,,
5090,swsh11-11,Seedot,Pokemon,50,Grass,Common,Colorless,1,,,Absorb,Grass,1,10,,Heal 10 damage from this Pokemon.
5097,swsh11-16,Phantump,Pokemon,70,Grass,Common,"Colorless, Colorless",2,,,Hook,Colorless,1,10,,
5113,swsh11-30,Poliwag,Pokemon,60,Water,Common,Colorless,1,,,Splashing Dodge,Water,1,10,,"Flip a coin. If heads, during your opponent's next turn, prevent all damage from and effects of attacks done to this Pokemon."
5118,swsh11-33,Seel,Pokemon,70,Water,Common,Colorless,1,,,Headbutt,Water,1,10,,
5120,swsh11-34,Dewgong,Pokemon,120,Water,Rare,"Colorless, Colorless",2,,,Swim Freely,Water,1,10,,"Flip a coin. If heads, during your opponent's next turn, prevent all damage from and effects of attacks done to this Pokemon."
5122,swsh11-35,Horsea,Pokemon,50,Water,Common,Colorless,1,,,Reverse Thrust,Water,1,10,,Switch this Pokemon with 1 of your Benched Pokemon.
5123,swsh11-36,Seadra,Pokemon,80,Water,Uncommon,Colorless,1,,,Swim Freely,Water,1,10,,"Flip a coin. If heads, during your opponent's next turn, prevent all damage from and effects of attacks done to this Pokemon."
5128,swsh11-39,Shellos,Pokemon,70,Water,Common,"Colorless, Colorless",2,,,Rain Splash,Colorless,1,10,,
5130,swsh11-40,Finneon,Pokemon,50,Water,Common,Colorless,1,Oceanic Accompaniment,"As often as you like during your turn, you may attach a Water Energy card from your hand to 1 of your Pokemon that has the Swim Freely attack.",Water Gun,Water,1,10,,
5131,swsh11-41,Lumineon,Pokemon,90,Water,Uncommon,Colorless,1,,,Swim Freely,Water,1,10,,"Flip a coin. If heads, during your opponent's next turn, prevent all damage from and effects of attacks done to this Pokemon."
5133,swsh11-42,Snover,Pokemon,80,Water,Common,"Colorless, Colorless, Colorless",3,,,Corkscrew Punch,Water,1,10,,
5149,swsh11-54,Electrike,Pokemon,60,Lightning,Common,Colorless,1,,,Zap Kick,Lightning,1,10,,
5154,swsh11-59,Tynamo,Pokemon,30,Lightning,Common,Colorless,1,,,Tiny Charge,Lightning,1,10,,
5156,swsh11-61,Eelektross,Pokemon,160,Lightning,Rare,"Colorless, Colorless, Colorless",3,,,Coil,Colorless,1,10,,"During your next turn, this Pokemon's attacks do 120 more damage to your opponent's Active Pokemon (before applying Weakness and Resistance)."
5176,swsh11-75,Hisuian Zorua,Pokemon,60,Psychic,Common,Colorless,1,,,Mumble,Psychic,1,10,,
5214,swsh11-103,Mienfoo,Pokemon,60,Fighting,Common,Colorless,1,,,Chop,Fighting,1,10,,
5220,swsh11-106,Binacle,Pokemon,70,Fighting,Common,"Colorless, Colorless",2,,,Mud-Slap,Fighting,1,10,,
5231,swsh11-112,Spinarak,Pokemon,50,Darkness,Common,Colorless,1,,,Poison Sting,Darkness,1,10,,Your opponent's Active Pokemon is now Poisoned.
5234,swsh11-114,Murkrow,Pokemon,60,Darkness,Common,Colorless,1,,,Peck,Colorless,1,10,,
5246,swsh11-125,Bronzor,Pokemon,70,Metal,Common,"Colorless, Colorless",2,,,Spinning Attack,Colorless,1,10,,
5253,swsh11-132,Goomy,Pokemon,60,Dragon,Common,"Colorless, Colorless",2,,,Tackle,Colorless,1,10,,
5262,swsh11-140,Porygon,Pokemon,60,Colorless,Common,Colorless,1,,,Beam,Colorless,1,10,,
5268,swsh11-144,Aipom,Pokemon,60,Colorless,Common,Colorless,1,,,Scratch,Colorless,1,10,,
5284,swsh12-9,Petilil,Pokemon,50,Grass,Common,Colorless,1,,,Ram,Colorless,1,10,,
5288,swsh12-11,Foongus,Pokemon,50,Grass,Common,Colorless,1,,,Ram,Colorless,1,10,,
5297,swsh12-19,Growlithe,Pokemon,90,Fire,Common,"Colorless, Colorless, Colorless",3,,,Flare,Colorless,1,10,,
5306,swsh12-25,Fennekin,Pokemon,60,Fire,Common,Colorless,1,,,Live Coal,Fire,1,10,,
5314,swsh12-30,Litten,Pokemon,70,Fire,Common,"Colorless, Colorless",2,,,Gnaw,Fire,1,10,,
5326,swsh12-39,Feebas,Pokemon,30,Water,Common,Colorless,1,,,Splash,Water,1,10,,
5347,swsh12-51,Chinchou,Pokemon,60,Lightning,Common,Colorless,1,,,Lightning Ball,Lightning,1,10,,
5359,swsh12-60,Drowzee,Pokemon,70,Psychic,Common,"Colorless, Colorless",2,,,Psypunch,Psychic,1,10,,
5364,swsh12-63,Misdreavus,Pokemon,60,Psychic,Common,Colorless,1,,,Confuse Ray,Psychic,1,10,,"Flip a coin. If heads, your opponent's Active Pokemon is now Confused."
5366,swsh12-67,Ralts,Pokemon,60,Psychic,Common,Colorless,1,,,Memory Skip,Psychic,1,10,,"Choose 1 of your opponent's Active Pokemon's attacks. During your opponent's next turn, that Pokemon can't use that attack."
5381,swsh12-81,Espurr,Pokemon,60,Psychic,Common,Colorless,1,,,Mumble,Psychic,1,10,,
5384,swsh12-83,Swirlix,Pokemon,60,Psychic,Common,Colorless,1,,,Flop,Psychic,1,10,,
5388,swsh12-85,Dedenne,Pokemon,60,Psychic,Uncommon,Colorless,1,,,Tail Smack,Colorless,1,10,,
5400,swsh12-93,Baltoy,Pokemon,50,Fighting,Common,Colorless,1,,,Slap,Fighting,1,10,,
5408,swsh12-99,Sandygast,Pokemon,80,Fighting,Common,"Colorless, Colorless, Colorless",3,,,Corner,Fighting,1,10,,"During your opponent's next turn, the Defending Pokemon can't retreat."
5413,swsh12-103,Zubat,Pokemon,40,Darkness,Common,,0,,,Bite,Darkness,1,10,,
5418,swsh12-106,Murkrow,Pokemon,60,Darkness,Common,Colorless,1,,,Peck,Darkness,1,10,,
5435,swsh12-121,Ferroseed,Pokemon,60,Metal,Common,"Colorless, Colorless",2,,,Tackle,Metal,1,10,,
5443,swsh12-127,Togedemaru,Pokemon,80,Metal,Common,"Colorless, Colorless",2,,,Toge Dash,Lightning,1,10,,"Flip a coin. If heads, during your opponent's next turn, if this Pokemon is Knocked Out, your opponent can't take any Prize cards for it."
5449,swsh12-132,Noibat,Pokemon,60,Dragon,Common,Colorless,1,,,Flap,Colorless,1,10,,
5470,swsh12-150,Fletchling,Pokemon,40,Colorless,Common,,0,,,Peck,Colorless,1,10,,
5474,swsh12pt5-4,Tangela,Pokemon,80,Grass,Common,"Colorless, Colorless",2,,,Beat,Colorless,1,10,,
5478,swsh12pt5-6,Scyther,Pokemon,80,Grass,Common,Colorless,1,,,Mach Cut,Colorless,1,10,,Discard a Special Energy from your opponent's Active Pokemon.
5485,swsh12pt5-11,Cherubi,Pokemon,50,Grass,Common,Colorless,1,,,Leafage,Grass,1,10,,
5501,swsh12pt5-27,Salandit,Pokemon,70,Fire,Common,Colorless,1,,,Scratch,Fire,1,10,,
5504,swsh12pt5-29,Seel,Pokemon,70,Water,Common,Colorless,1,,,Headbutt,Water,1,10,,
5506,swsh12pt5-30,Galarian Mr. Mime,Pokemon,80,Water,Common,Colorless,1,,,Pound,Water,1,10,,
5512,swsh12pt5-33,Corphish,Pokemon,70,Water,Common,"Colorless, Colorless",2,,,Water Gun,Colorless,1,10,,
5530,swsh12pt5-49,Helioptile,Pokemon,70,Lightning,Common,Colorless,1,,,Static Shock,Lightning,1,10,,
5570,swsh12pt5-81,Skrelp,Pokemon,60,Darkness,Common,Colorless,1,,,Tackle,Darkness,1,10,,
5580,swsh12pt5-87,Aron,Pokemon,70,Metal,Common,"Colorless, Colorless",2,,,Ram,Metal,1,10,,
5600,swsh12pt5-112,Chatot,Pokemon,70,Colorless,Common,,0,,,Flap,Colorless,1,10,,
5611,swsh2-1,Caterpie,Pokemon,50,Grass,Common,Colorless,1,Adaptive Evolution,This Pokemon can evolve during your first turn or the turn you play it.,Gnaw,Colorless,1,10,,
5621,swsh2-7,Lotad,Pokemon,60,Grass,Common,Colorless,1,,,Mini Drain,Colorless,1,10,,Heal 10 damage from this Pokemon.
5626,swsh2-10,Surskit,Pokemon,50,Grass,Common,Colorless,1,,,Agility,Colorless,1,10,,"Flip a coin. If heads, during your opponent's next turn, prevent all effects of attacks, including damage, done to this Pokemon."
